"GEO_ID","NAME","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_001E","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003M","S1903_C01_003E","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005M","S1903_C02_005E","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C01_007M","S1903_C01_007E","S1903_C01_008M","S1903_C01_008E","S1903_C02_008E","S1903_C02_008M","S1903_C01_009M","S1903_C01_009E","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012M","S1903_C02_012E","S1903_C01_013M","S1903_C01_013E","S1903_C02_013E","S1903_C02_013M","S1903_C01_014M","S1903_C01_014E","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015M","S1903_C02_015E","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017M","S1903_C01_017E","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018M","S1903_C02_018E","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020M","S1903_C01_020E","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022M","S1903_C02_022E","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024M","S1903_C02_024E","S1903_C01_025M","S1903_C01_025E","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026M","S1903_C02_026E","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028M","S1903_C01_028E","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030M","S1903_C02_030E","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1600000US2240735","Lafayette city, Louisiana","2489","44204","5647","48322","71.0","2.5","52945","5013","2.5","25.7","22380","8818","N","N","-","**","N","N","18440","51070","N","N","-","**","-","**","N","N","N","N","N","N","N","N","72235","7352","68.8","2.7","51880","3701","9.9","2.3","5913","18015","3.8","31.8","57834","13108","3.9","39.1","52236","7731","19.2","2.0","4886","29150","26339","1965","59896","6755","N","N","61744","10165","N","N","8774","54473","N","N","79008","5522","N","N","25844","5381","N","N","60348","29111","21983","2391","6591","27582","45.8","5.0","21303","4047","36.8","5.3","2657","20540","2.8","9.0","26920","17360","54.2","5.0","6740","36677","39.5","5.7","33431","7845","4.6","14.7","52026","31907","38.4","(X)","(X)","(X)","37.5","(X)","(X)","(X)","38.1","(X)","(X)","(X)",
"1600000US2241155","Lake Charles city, Louisiana","1835","35314","3956","29494","53.8","3.8","45350","5483","3.7","42.8","26026","2599","N","N","N","N","N","N","44889","51190","N","N","-","**","-","**","N","N","N","N","N","N","N","N","N","N","52.1","3.9","45468","5369","8.0","2.1","5346","22194","3.4","28.0","29943","10683","3.3","41.5","47918","8761","22.5","2.9","4735","28528","17931","1530","43039","5711","N","N","42214","11875","N","N","6819","43498","N","N","66600","8026","N","N","22034","6385","N","N","29814","5526","11563","1694","4966","21920","61.0","6.8","19866","5878","55.2","6.6","2806","16731","3.9","5.8","46576","9783","39.0","6.8","10909","27130","27.0","6.6","23043","8601","5.3","12.1","39603","31235","35.3","(X)","(X)","(X)","40.5","(X)","(X)","(X)","26.8","(X)","(X)","(X)",
"1600000US2250115","Metairie CDP, Louisiana","2539","46399","2464","57004","81.5","2.9","51676","3300","2.3","11.4","24672","6495","N","N","28003","14970","N","N","5374","45144","N","N","-","**","45927","5231","N","N","N","N","92899","25399","1.9","10.3","43986","9695","74.9","3.0","52239","3494","4.3","1.3","4392","20360","2.9","30.3","52437","9399","2.9","37.6","57236","4220","27.8","2.1","3671","31875","34594","2557","58695","5946","4.2","39.9","55410","8485","60.1","4.2","6421","61558","72.0","4.1","75309","6885","4.1","21.5","28668","3675","6.5","2.1","68189","14815","22410","2201","5005","30012","50.1","4.8","25298","4995","45.3","4.6","3416","21538","1.7","4.9","56250","26902","49.9","4.8","4965","36673","40.5","5.1","30658","8681","3.5","9.4","80449","27497","32.9","(X)","(X)","(X)","33.5","(X)","(X)","(X)","31.5","(X)","(X)","(X)",
"1600000US2255000","New Orleans city, Louisiana","3457","37726","2378","142093","39.0","1.1","56521","3877","1.2","55.4","26910","2223","N","N","24315","9023","2.1","0.3","24765","36475","N","N","2,500-","***","36047","4286","N","N","N","N","53599","11505","0.7","5.0","36244","6098","36.3","1.1","57031","4131","5.6","1.3","4109","20908","1.2","37.3","40869","2514","1.3","38.9","44703","3209","18.1","0.9","2631","27950","77383","3537","44196","3051","2.5","42.4","35449","8763","57.6","2.5","6342","52151","51.4","2.5","75659","4580","2.3","39.2","22007","2039","9.4","1.8","34248","6140","64710","3125","3624","30170","51.3","2.2","26557","2757","40.8","2.3","3230","23061","1.9","10.5","53706","5727","48.7","2.2","5025","32408","37.6","2.6","25972","3739","2.1","11.1","58049","12807","32.5","(X)","(X)","(X)","36.7","(X)","(X)","(X)","26.7","(X)","(X)","(X)",
"1600000US2270000","Shreveport city, Louisiana","2625","32848","2720","78280","46.9","1.9","50246","4286","1.8","49.3","22297","1796","N","N","N","N","N","N","70322","85166","N","N","-","**","26717","14154","N","N","N","N","29450","15225","N","N","26050","10809","46.2","1.7","50325","4096","5.8","1.2","7336","20131","2.1","35.5","39458","7826","2.1","37.6","33957","5550","21.1","1.6","4880","32085","46427","2338","46130","2452","3.8","41.6","33834","7228","58.4","3.8","3748","48942","54.5","3.7","61163","5662","3.4","36.3","22122","1552","9.3","2.2","40922","12564","31853","2614","3361","22063","52.6","4.6","20309","2976","46.6","4.6","2225","19385","2.2","6.0","52974","49054","47.4","4.6","4168","25347","40.6","4.8","23573","5935","2.7","6.9","38112","30905","27.3","(X)","(X)","(X)","30.2","(X)","(X)","(X)","22.8","(X)","(X)","(X)",
"1600000US2360545","Portland city, Maine","1679","45525","6574","30511","90.9","2.2","49243","7252","N","N","20745","8594","N","N","-","**","N","N","63219","78632","N","N","-","**","N","N","N","N","N","N","10079","1961","N","N","25806","16658","89.7","2.3","50210","6647","8.0","3.0","12629","39286","4.8","37.4","50395","7771","4.1","36.4","54888","12442","18.1","3.1","10016","28523","12947","1076","65125","6802","N","N","51256","7631","N","N","16848","80763","N","N","86399","11554","N","N","28463","17041","N","N","28641","38370","17564","1844","5293","37373","61.1","5.4","36204","9476","46.5","5.1","8201","27473","4.2","14.6","53812","11174","38.9","5.4","6564","37933","26.0","5.0","26842","7223","4.3","12.9","67881","17551","20.6","(X)","(X)","(X)","19.2","(X)","(X)","(X)","21.7","(X)","(X)","(X)",
"1600000US2404000","Baltimore city, Maryland","4515","38346","1533","237945","34.7","1.0","55980","2782","1.1","60.1","31317","1822","N","N","N","N","2.7","0.3","9467","42379","N","N","-","**","N","N","N","N","0.4","1.6","32588","15281","0.5","2.9","41877","16194","32.8","0.9","56849","2950","5.6","0.7","7606","20669","1.0","35.7","49414","4826","1.2","37.1","41105","2486","21.6","0.8","1883","22988","130381","4083","45715","2824","2.2","43.3","37223","2779","56.7","2.2","3020","51861","45.1","2.3","71995","4492","2.1","44.5","29057","2564","10.4","1.4","43006","4472","107564","4601","1738","27257","55.5","2.3","26520","1477","46.7","2.4","3238","23419","1.2","8.8","44690","14616","44.5","2.3","3318","28655","34.9","2.3","23146","2923","1.4","9.6","62712","11732","30.4","(X)","(X)","(X)","33.7","(X)","(X)","(X)","24.8","(X)","(X)","(X)",
"1600000US2419125","Columbia CDP, Maryland","2136","90312","9556","40887","60.8","3.5","98429","7075","3.5","25.6","70760","13266","N","N","N","N","10.4","2.3","29710","101974","N","N","-","**","N","N","N","N","N","N","N","N","N","N","N","N","59.2","3.4","98286","7500","2.9","1.9","13773","31667","3.9","41.0","82210","19023","3.2","39.7","108349","15513","16.5","2.6","10199","66415","26660","1918","105698","11038","N","N","98132","14396","N","N","27411","115074","N","N","118376","14763","N","N","58681","43896","N","N","43733","47199","14227","1864","6830","60413","54.4","7.3","52230","13368","45.9","6.1","12464","44782","4.7","8.5","128178","55945","45.6","7.3","7502","61743","36.8","6.8","62034","12085","4.9","8.8","61567","35931","23.2","(X)","(X)","(X)","26.1","(X)","(X)","(X)","17.4","(X)","(X)","(X)",
"1600000US2426000","Ellicott City CDP, Maryland","1664","102986","11131","23781","70.2","3.9","119073","24978","N","N","69306","32700","N","N","-","**","21.1","3.3","46048","86582","N","N","-","**","-","**","N","N","N","N","78195","50079","N","N","83222","51587","67.5","4.1","124024","21902","2.2","1.7","10848","64248","5.3","37.0","101466","14928","5.0","43.3","144015","18246","17.5","3.0","12126","47630","18418","1696","125200","15054","N","N","130350","9013","N","N","23194","106836","N","N","131855","7011","N","N","54074","5349","N","N","101713","68358","5363","1091","8918","63494","57.6","9.6","50055","5463","48.0","9.2","6029","47044","5.7","9.6","147957","167163","42.4","9.6","54753","90142","32.3","10.0","96703","103017","7.5","10.2","64933","38152","28.1","(X)","(X)","(X)","26.7","(X)","(X)","(X)","33.2","(X)","(X)","(X)",
"1600000US2430325","Frederick city, Maryland","1441","67286","4850","26704","72.9","4.3","71335","5012","3.8","14.8","49806","8742","N","N","N","N","N","N","35528","74008","N","N","-","**","67209","51471","N","N","N","N","65496","41546","N","N","66100","18515","66.5","4.3","71820","7811","4.2","2.2","55087","62708","4.1","42.8","72487","10200","4.0","36.1","72704","16630","16.8","2.9","13702","46324","16292","1318","88066","10931","N","N","100368","16335","N","N","14785","82006","N","N","102285","7275","N","N","44065","14088","N","N","65547","10166","10412","1476","11329","45784","50.2","7.8","50816","12719","40.4","7.0","19201","39328","4.9","9.7","67208","19618","49.8","7.8","10305","42141","42.6","8.0","41442","2904","3.6","7.3","108722","42610","23.2","(X)","(X)","(X)","26.6","(X)","(X)","(X)","17.0","(X)","(X)","(X)",
"1600000US2432025","Germantown CDP, Maryland","2327","87165","6112","30148","52.8","4.8","94865","13065","4.2","24.4","60455","18486","N","N","-","**","15.7","3.7","16471","115401","N","N","-","**","82787","51429","N","N","N","N","115047","104908","N","N","75126","27158","43.7","4.6","100305","6791","3.0","1.7","47534","60229","5.1","46.4","89955","11722","5.2","42.8","89312","20827","7.9","2.2","25618","54397","21361","2167","98164","6863","N","N","97727","10823","N","N","10599","100032","N","N","122158","10552","N","N","51400","17242","N","N","80040","43204","8787","1306","12890","58243","55.1","8.5","51641","12571","44.7","8.4","11156","48934","5.1","10.4","112906","29750","44.9","8.5","17025","66630","32.4","7.7","59271","10732","6.1","12.5","97012","38173","22.2","(X)","(X)","(X)","24.3","(X)","(X)","(X)","17.1","(X)","(X)","(X)",
"1600000US2472450","Silver Spring CDP, Maryland","2047","62187","5078","30525","46.6","5.1","78692","15140","4.9","35.1","42391","13163","N","N","N","N","N","N","10221","65599","N","N","-","**","65500","16688","N","N","N","N","41157","1160","3.1","15.7","65849","4323","39.7","4.1","92810","20000","6.1","2.8","21582","47803","5.0","47.2","62210","7070","4.3","32.9","78533","10438","13.7","3.0","17261","41352","16307","1833","77541","9160","N","N","66508","12328","N","N","15924","88180","N","N","102411","13732","N","N","41527","8090","N","N","41725","13504","14218","1990","8350","49031","52.6","7.7","41206","11122","43.7","7.6","7507","35335","3.7","8.8","81607","20398","47.4","7.7","5723","52617","33.6","7.2","52146","6655","6.9","13.8","60506","27681","23.3","(X)","(X)","(X)","26.9","(X)","(X)","(X)","17.5","(X)","(X)","(X)",
"1600000US2481175","Waldorf CDP, Maryland","1526","77475","5905","24057","43.2","4.9","81873","11080","4.9","50.8","76371","6744","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","47108","44098","N","N","71798","40858","40.3","4.6","82624","11795","5.3","2.5","18173","45462","4.7","41.9","80203","9859","4.8","44.5","89397","7123","8.4","2.6","6368","46905","18030","1595","82096","10447","N","N","75292","8929","N","N","7944","97592","N","N","106849","12094","N","N","51548","22325","N","N","61510","31519","6027","1232","9730","51589","65.6","9.1","55961","8241","53.9","9.3","10323","50428","6.8","11.7","108179","25009","34.4","9.1","15176","46594","20.2","7.4","46779","13485","7.4","14.2","46464","58956","27.1","(X)","(X)","(X)","26.5","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"1600000US2507000","Boston city, Massachusetts","4587","49893","2442","251721","60.0","1.2","61636","1408","1.0","22.6","35564","3646","N","N","N","N","8.7","0.7","5610","37889","N","N","17854","2138","22477","8360","0.6","5.3","0.6","3.2","40248","12847","0.8","13.2","23243","5812","54.6","1.2","65252","2641","10.9","1.0","4934","16804","1.1","41.8","62982","2848","1.1","30.9","57302","5757","16.4","0.8","3864","23520","118140","4472","60254","4661","2.3","46.4","45482","5114","53.6","2.3","4711","69765","55.7","2.5","92064","6982","1.9","33.5","29022","4340","10.7","1.6","41423","5806","133581","4073","3899","39616","55.3","2.0","32181","4906","40.5","2.2","2873","25869","1.6","14.7","74197","8681","44.7","2.0","4015","45574","30.9","2.1","32902","4063","1.7","13.8","77583","14192","32.5","(X)","(X)","(X)","37.6","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"1600000US2509000","Brockton city, Massachusetts","1739","47472","5052","33460","55.1","3.5","47939","5108","3.3","34.5","49521","10886","N","N","N","N","N","N","N","N","N","N","-","**","45101","20789","N","N","N","N","N","N","1.8","8.9","33415","15123","51.7","3.4","48531","4918","3.9","1.9","3491","25092","3.4","34.3","48868","7434","4.1","41.4","58703","10321","20.4","3.0","5297","29766","22721","1383","52512","4390","N","N","49271","7612","N","N","6661","64149","N","N","76679","7146","N","N","29158","6928","N","N","34158","9101","10739","1664","4199","25816","52.9","6.8","18759","6235","47.2","7.0","5387","17325","3.3","5.8","76708","126471","47.1","6.8","14844","32934","36.9","6.2","30545","8151","4.5","10.2","46953","24672","36.8","(X)","(X)","(X)","38.1","(X)","(X)","(X)","30.2","(X)","(X)","(X)",
"1600000US2511000","Cambridge city, Massachusetts","2573","64790","5017","47002","73.8","3.6","67558","7297","2.3","8.2","37228","16699","N","N","36725","28433","12.5","2.7","11235","69189","N","N","-","**","2,500-","***","N","N","N","N","N","N","N","N","40430","25019","70.1","3.6","70051","8066","7.4","2.1","9153","35387","3.8","47.8","70197","4614","2.9","27.7","80382","13638","17.0","2.1","9900","34873","18992","1623","82175","15019","N","N","77175","14053","N","N","26977","97127","N","N","111737","12433","N","N","19467","18572","N","N","81467","70846","28010","2588","9372","52482","57.1","4.0","44952","7071","44.5","4.3","9651","32440","2.9","12.6","71664","21293","42.9","4.0","12616","70749","29.4","4.2","55573","16072","2.7","13.5","109948","10865","26.5","(X)","(X)","(X)","30.6","(X)","(X)","(X)","23.0","(X)","(X)","(X)",
"1600000US2523000","Fall River city, Massachusetts","1621","30720","2328","38990","92.7","2.1","31470","2558","N","N","26820","26832","N","N","-","**","N","N","11473","20014","N","N","-","**","N","N","N","N","N","N","N","N","N","N","21322","11720","88.7","2.4","31800","3099","5.6","2.2","15541","16103","4.2","37.4","38147","7210","3.7","35.8","37979","3871","21.2","3.5","1282","16267","21393","1247","37171","7506","N","N","28356","4875","N","N","6518","48650","N","N","52097","7113","N","N","21745","3526","N","N","36658","20612","17597","2170","4240","18269","53.0","6.7","15381","3335","43.7","6.9","2754","14700","4.2","9.3","35469","36716","47.0","6.7","11844","26783","41.2","7.2","20600","12827","2.9","5.8","50719","35436","34.2","(X)","(X)","(X)","36.7","(X)","(X)","(X)","30.9","(X)","(X)","(X)",
"1600000US2524960","Framingham CDP, Massachusetts","1898","73137","13165","24849","79.5","4.0","71160","13351","N","N","N","N","N","N","-","**","N","N","24995","145353","N","N","-","**","84364","57150","N","N","N","N","N","N","N","N","37327","29287","74.0","4.5","74187","14426","1.4","1.4","82126","47682","4.6","36.8","81988","24566","4.3","40.4","85017","14397","21.4","4.0","16142","42886","15818","1036","98302","10697","N","N","92726","23650","N","N","15076","103333","N","N","118084","15483","N","N","40990","22856","N","N","44222","6447","9031","1859","11822","34826","55.4","9.7","33234","7722","41.9","8.6","8673","30751","6.8","13.5","57430","64660","44.6","9.7","24194","41045","33.6","8.8","31070","18955","6.9","11.0","86151","44192","35.3","(X)","(X)","(X)","37.0","(X)","(X)","(X)","32.4","(X)","(X)","(X)",
"1600000US2534550","Lawrence city, Massachusetts","1382","31459","4884","26829","36.1","4.4","43460","9206","N","N","20742","8122","N","N","13507","1847","N","N","39891","59127","N","N","-","**","26224","5522","5.1","49.8","N","N","N","N","3.9","67.4","26805","4620","25.2","3.5","55250","12939","4.6","2.2","9429","18514","4.9","39.2","33989","5696","4.7","43.3","36287","10100","12.9","2.6","7165","19362","17977","1146","37147","7152","N","N","34872","6572","N","N","14381","43951","N","N","56458","7678","N","N","19029","1844","N","N","35481","10172","8852","1506","3014","16797","52.7","8.4","15484","2501","45.2","8.6","3095","14822","4.5","7.5","20214","16417","47.3","8.4","6951","22793","43.5","8.2","21371","8265","3.3","3.8","76277","101841","45.0","(X)","(X)","(X)","46.5","(X)","(X)","(X)","33.7","(X)","(X)","(X)",
"1600000US2537000","Lowell city, Massachusetts","1947","51528","3116","38036","68.8","4.0","53193","5998","N","N","60594","49855","N","N","-","**","17.4","3.3","5885","50512","N","N","-","**","40822","15607","N","N","N","N","N","N","2.2","11.2","37828","13605","64.2","4.1","55573","6032","6.3","2.3","19163","38839","4.5","40.3","58017","6571","4.1","38.7","55673","5604","14.7","2.5","3747","29058","24971","1432","55385","5404","N","N","49275","5362","N","N","13642","67303","N","N","76561","5791","N","N","30335","8430","N","N","51754","7927","13065","1850","9011","33469","46.9","7.9","22288","6821","41.4","7.3","6200","21917","2.9","5.5","27059","57948","53.1","7.9","9933","45391","36.2","7.0","32331","8070","6.6","17.0","64459","6042","38.4","(X)","(X)","(X)","40.3","(X)","(X)","(X)","34.0","(X)","(X)","(X)",
"1600000US2537490","Lynn city, Massachusetts","1977","42468","6777","33000","72.5","4.0","46524","3867","2.7","12.9","31891","6617","N","N","-","**","N","N","21312","48815","N","N","-","**","31250","21053","N","N","N","N","34397","32888","3.0","22.9","30374","5361","58.8","3.9","48066","2660","4.9","2.0","8025","24608","3.8","37.0","50562","6247","3.9","38.1","47807","7334","20.1","2.7","4458","26288","21218","1047","47252","6022","5.5","51.9","40635","9627","48.1","5.5","7533","53145","46.9","5.6","72216","14110","5.6","40.4","30056","9884","12.7","4.0","50856","31557","11782","1765","7293","27355","54.2","7.3","25384","3294","44.6","6.8","6669","20896","3.3","9.6","88228","18219","45.8","7.3","13857","40817","35.9","6.2","30714","13278","4.6","9.9","72320","8466","39.5","(X)","(X)","(X)","39.2","(X)","(X)","(X)","36.5","(X)","(X)","(X)",
"1600000US2545000","New Bedford city, Massachusetts","1707","31616","3338","38741","81.7","3.1","33863","4245","N","N","29876","14989","N","N","23929","4913","N","N","N","N","N","N","-","**","13444","6468","2.2","8.3","N","N","43041","28279","2.4","12.1","21474","7634","74.6","3.3","34916","5834","4.9","1.7","11138","25563","3.8","36.2","35805","8946","3.7","36.4","44623","8000","22.4","3.2","3010","21037","23302","1211","39881","6637","N","N","29030","6542","N","N","5812","46784","N","N","61052","5538","N","N","20689","4568","N","N","48590","18254","15439","2012","2494","20439","52.5","5.0","19420","2694","43.4","5.3","2696","16618","3.5","9.1","59831","18310","47.5","5.0","6966","22046","39.6","5.0","18934","4930","4.0","7.9","59810","110440","38.1","(X)","(X)","(X)","41.6","(X)","(X)","(X)","30.5","(X)","(X)","(X)",
"1600000US2545560","Newton city, Massachusetts","1770","104486","10012","30408","87.4","2.9","102975","9710","N","N","72601","50343","N","N","-","**","N","N","87868","116507","N","N","-","**","-","**","N","N","N","N","87414","68758","N","N","100175","40456","84.2","3.1","102955","10514","1.6","1.1","51074","4582","3.7","31.0","107113","17444","3.8","40.0","142261","26537","27.4","3.1","10483","48362","20826","1349","138852","17055","N","N","142314","29911","N","N","18461","132020","N","N","156923","17169","N","N","56112","25975","N","N","81053","57897","9582","1601","10262","54717","70.2","6.1","44927","10778","62.0","6.8","13231","44016","4.0","8.2","94337","34325","29.8","6.1","17023","75409","20.0","5.4","49543","19019","4.6","9.8","105385","20940","25.5","(X)","(X)","(X)","24.5","(X)","(X)","(X)","26.6","(X)","(X)","(X)",
"1600000US2555745","Quincy city, Massachusetts","2281","55735","5806","41459","75.8","3.3","57483","7626","2.3","7.6","34523","15879","N","N","60160","46881","15.4","2.6","15868","65464","N","N","-","**","-","**","N","N","N","N","42315","23470","N","N","N","N","72.7","3.8","59228","7318","3.8","1.8","7771","32181","3.8","38.6","68266","10042","3.8","34.7","65651","9620","22.9","3.2","4150","34007","21384","1610","69993","6823","N","N","71722","11316","N","N","9417","69152","N","N","81917","10333","N","N","43005","16223","N","N","61314","34021","20075","2518","6690","45569","52.7","5.6","40565","10269","42.2","6.3","6243","32668","4.0","10.5","79010","20291","47.3","5.6","6603","49354","34.9","5.6","35090","10552","3.4","12.3","76542","28061","25.6","(X)","(X)","(X)","28.4","(X)","(X)","(X)","22.7","(X)","(X)","(X)",
"1600000US2562535","Somerville city, Massachusetts","1684","54491","5246","30468","82.9","4.0","60964","4949","N","N","28996","27736","N","N","N","N","N","N","43261","72958","N","N","-","**","15351","9502","N","N","N","N","51815","19376","N","N","39132","17239","78.5","3.9","61496","4363","10.2","2.9","13041","31928","4.2","54.2","73563","6139","3.9","25.1","48598","7128","10.4","2.4","10068","21951","13404","1090","59480","9781","N","N","53360","12798","N","N","20645","74070","N","N","79137","11565","N","N","28503","6765","N","N","28292","2697","17064","1809","4956","51286","52.7","5.7","49574","9486","29.0","5.9","11527","32409","4.8","23.7","74239","17718","47.3","5.7","15916","52338","25.5","5.5","40000","9613","5.2","21.8","82444","19330","38.7","(X)","(X)","(X)","39.0","(X)","(X)","(X)","37.7","(X)","(X)","(X)",
"1600000US2567000","Springfield city, Massachusetts","2025","35236","2492","55088","55.2","2.9","40228","3884","1.9","21.9","34068","5028","N","N","2,500-","***","N","N","14684","34435","N","N","-","**","28813","8421","2.5","17.6","N","N","26117","11265","2.5","36.5","25000","7036","40.0","2.6","46231","4187","5.1","1.6","3711","10977","2.8","35.9","36555","3676","2.3","39.5","45512","4162","19.4","2.0","2898","22502","36497","1817","39611","3794","3.6","50.5","32235","3939","49.5","3.6","9784","53662","48.4","4.0","64080","7181","4.0","42.5","24671","3778","9.1","2.4","40482","11324","18591","2004","2090","18692","54.8","5.4","15244","2455","47.7","5.5","2128","14143","3.1","7.1","50944","52531","45.2","5.4","9913","27017","35.7","5.2","19906","6008","3.5","9.5","43153","6512","32.0","(X)","(X)","(X)","31.5","(X)","(X)","(X)","30.2","(X)","(X)","(X)",
"1600000US2582000","Worcester city, Massachusetts","3430","42887","3929","69278","78.9","2.4","44399","4452","1.9","10.5","47452","12063","N","N","N","N","N","N","12358","51431","N","N","-","**","18702","1995","N","N","N","N","25744","9992","2.2","16.2","19693","3578","67.4","2.7","49599","3871","3.9","1.3","25555","35008","2.6","36.2","45408","5835","2.8","39.8","55342","7232","20.1","2.3","3400","20778","39604","2033","55219","5559","3.9","45.6","43693","9005","54.4","3.9","4568","61219","61.9","4.6","69824","8360","4.8","30.9","28507","5414","7.2","1.8","49878","7085","29674","3031","7670","30068","54.6","4.6","25562","8865","47.1","4.8","6147","21613","2.7","7.5","65535","6441","45.4","4.6","6296","31489","34.2","5.1","24569","11753","3.6","11.2","59437","17830","26.7","(X)","(X)","(X)","30.2","(X)","(X)","(X)","21.2","(X)","(X)","(X)",
"1600000US2603000","Ann Arbor city, Michigan","3072","52711","2715","43348","75.2","3.2","53875","3292","N","N","45356","35678","N","N","N","N","12.2","2.4","15842","51391","N","N","-","**","66278","48567","N","N","N","N","105150","16427","N","N","51581","26499","73.0","3.2","54005","3367","13.9","2.3","3990","25898","3.2","40.2","51384","2315","2.8","29.1","70151","5807","16.9","2.2","7170","54285","19655","1632","80381","11000","N","N","81358","21969","N","N","14089","79329","N","N","97245","9797","N","N","38878","12496","N","N","38960","10245","23693","2458","3876","36794","54.0","4.2","36310","4406","38.9","4.2","5231","35194","3.6","15.1","40049","8364","46.0","4.2","6437","37764","31.8","4.1","27684","6830","3.1","14.2","52018","5608","23.4","(X)","(X)","(X)","21.4","(X)","(X)","(X)","24.0","(X)","(X)","(X)",
"1600000US2621000","Dearborn city, Michigan","1480","43505","4259","33315","90.3","2.6","41924","2731","N","N","56856","40192","N","N","-","**","N","N","15315","51616","N","N","-","**","N","N","N","N","N","N","78036","74912","N","N","35861","14080","85.4","2.9","42079","2833","1.6","0.9","57134","24744","3.9","34.1","41624","5792","4.5","40.5","54164","5945","23.8","2.9","8015","31306","21013","1059","51443","4001","N","N","38675","8774","N","N","6093","61246","N","N","57168","5898","N","N","35927","11006","N","N","50171","14762","12302","1672","3406","31702","58.9","6.5","23961","8062","51.5","6.7","4346","20832","3.9","7.4","65556","11483","41.1","6.5","9684","41776","31.3","6.3","38545","11083","5.2","9.7","64063","13768","24.8","(X)","(X)","(X)","26.5","(X)","(X)","(X)","21.8","(X)","(X)","(X)",
"1600000US2622000","Detroit city, Michigan","5059","25787","872","255201","11.4","1.0","26414","3388","0.9","84.1","25549","927","N","N","N","N","N","N","22495","28614","N","N","-","**","36810","7354","0.4","1.7","0.4","1.6","26977","7671","0.5","4.1","29658","5259","9.2","0.9","25787","4429","4.1","0.6","2786","14894","1.1","32.5","24137","3407","1.3","41.7","30662","2074","21.7","1.0","1211","25236","148316","4353","31011","1371","2.0","46.4","21963","1580","53.6","2.0","2073","40695","36.1","1.8","50591","2685","1.7","51.3","22959","1599","12.6","1.4","23429","2594","106885","4969","1485","18214","52.8","1.9","16440","1238","47.8","1.9","1417","15923","1.3","5.0","23066","17563","47.2","1.9","1604","20725","42.2","1.7","19391","1779","1.1","5.0","41340","7911","44.2","(X)","(X)","(X)","49.5","(X)","(X)","(X)","35.3","(X)","(X)","(X)",
"1600000US2627440","Farmington Hills city, Michigan","1737","60562","2985","35209","67.5","3.8","60416","3260","3.4","22.4","52903","11052","N","N","2,500-","***","N","N","38249","86462","N","N","-","**","66717","41649","N","N","N","N","46297","20820","N","N","51941","22867","66.1","3.7","60540","3308","2.7","1.5","18240","35789","4.3","32.0","62325","8862","4.0","44.1","72090","11104","21.3","3.0","11692","36171","21214","1127","77852","5137","N","N","75995","8180","N","N","10486","81079","N","N","86548","5489","N","N","49699","12461","N","N","61954","39533","13995","1821","2844","36124","58.3","7.2","33483","5683","52.4","7.4","6710","29668","3.6","5.9","45528","10884","41.7","7.2","15910","42419","35.5","6.9","36512","9526","3.6","6.2","77339","33766","18.1","(X)","(X)","(X)","17.9","(X)","(X)","(X)","17.6","(X)","(X)","(X)",
